keypoint_th,min_abs_match,match_ratio_th,precision,recall,balanced,FN,FP,TN,TP
keypoint_th,min_abs_match,match_ratio_th,precision,recall,balanced,FN,FP,TN,TP
0.0,21,0.5519978894151195,0.3684210526315789,0.06481481481481481,0.5284703995333917,101,12,1512,7
0.0007537688442211055,21,0.5519978894151195,0.3684210526315789,0.06481481481481481,0.5284703995333917,101,12,1512,7
0.001507537688442211,21,0.5519978894151195,0.3684210526315789,0.06481481481481481,0.5284703995333917,101,12,1512,7
0.0022613065326633165,21,0.5519978894151195,0.3888888888888889,0.06481481481481481,0.5287984835228929,101,11,1513,7
0.003015075376884422,21,0.5519978894151195,0.4375,0.06481481481481481,0.5294546515018956,101,9,1515,7
0.0037688442211055275,21,0.5519978894151195,0.5833333333333334,0.06481481481481481,0.5307669874599008,101,5,1519,7
0.004522613065326633,21,0.5519978894151195,0.7777777777777778,0.06481481481481481,0.5317512394284047,101,2,1522,7
0.0052763819095477385,21,0.5519978894151195,0.875,0.06481481481481481,0.5320793234179061,101,1,1523,7
0.006030150753768844,21,0.5519978894151195,0.875,0.06481481481481481,0.5320793234179061,101,1,1523,7
0.0067839195979899495,21,0.5519978894151195,0.875,0.06481481481481481,0.5320793234179061,101,1,1523,7
0.007537688442211055,21,0.5519978894151195,0.875,0.06481481481481481,0.5320793234179061,101,1,1523,7
0.008291457286432161,21,0.5519978894151195,0.875,0.06481481481481481,0.5320793234179061,101,1,1523,7
0.009045226130653266,21,0.5519978894151195,0.875,0.06481481481481481,0.5320793234179061,101,1,1523,7
0.00979899497487437,21,0.5519978894151195,0.875,0.06481481481481481,0.5320793234179061,101,1,1523,7
0.010552763819095477,21,0.5519978894151195,0.875,0.06481481481481481,0.5320793234179061,101,1,1523,7
0.011306532663316583,21,0.5519978894151195,1.0,0.06481481481481481,0.5324074074074074,101,0,1524,7
0.012060301507537688,21,0.5519978894151195,1.0,0.06481481481481481,0.5324074074074074,101,0,1524,7
0.012814070351758793,21,0.5519978894151195,1.0,0.06481481481481481,0.5324074074074074,101,0,1524,7
0.013567839195979899,21,0.5519978894151195,1.0,0.06481481481481481,0.5324074074074074,101,0,1524,7
0.014321608040201005,21,0.5519978894151195,1.0,0.06481481481481481,0.5324074074074074,101,0,1524,7
0.01507537688442211,21,0.5519978894151195,1.0,0.06481481481481481,0.5324074074074074,101,0,1524,7
0.015829145728643215,21,0.5519978894151195,1.0,0.06481481481481481,0.5324074074074074,101,0,1524,7
0.016582914572864323,21,0.5519978894151195,1.0,0.05555555555555555,0.5277777777777778,102,0,1524,6
0.017336683417085427,21,0.5519978894151195,1.0,0.05555555555555555,0.5277777777777778,102,0,1524,6
0.018090452261306532,21,0.5519978894151195,1.0,0.046296296296296294,0.5231481481481481,103,0,1524,5
0.018844221105527637,21,0.5519978894151195,1.0,0.046296296296296294,0.5231481481481481,103,0,1524,5
0.01959798994974874,21,0.5519978894151195,1.0,0.037037037037037035,0.5185185185185185,104,0,1524,4
0.02035175879396985,21,0.5519978894151195,1.0,0.037037037037037035,0.5185185185185185,104,0,1524,4
0.021105527638190954,21,0.5519978894151195,1.0,0.037037037037037035,0.5185185185185185,104,0,1524,4
0.02185929648241206,21,0.5519978894151195,1.0,0.037037037037037035,0.5185185185185185,104,0,1524,4
0.022613065326633167,21,0.5519978894151195,1.0,0.037037037037037035,0.5185185185185185,104,0,1524,4
0.02336683417085427,21,0.5519978894151195,1.0,0.037037037037037035,0.5185185185185185,104,0,1524,4
0.024120603015075376,21,0.5519978894151195,1.0,0.027777777777777776,0.5138888888888888,105,0,1524,3
0.02487437185929648,21,0.5519978894151195,1.0,0.018518518518518517,0.5092592592592593,106,0,1524,2
0.025628140703517585,21,0.5519978894151195,1.0,0.018518518518518517,0.5092592592592593,106,0,1524,2
0.026381909547738693,21,0.5519978894151195,1.0,0.018518518518518517,0.5092592592592593,106,0,1524,2
0.027135678391959798,21,0.5519978894151195,1.0,0.018518518518518517,0.5092592592592593,106,0,1524,2
0.027889447236180902,21,0.5519978894151195,1.0,0.018518518518518517,0.5092592592592593,106,0,1524,2
0.02864321608040201,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.029396984924623115,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.03015075376884422,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.030904522613065324,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.03165829145728643,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.032412060301507534,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.033165829145728645,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.03391959798994975,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.034673366834170855,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.03542713567839196,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.036180904522613064,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.03693467336683417,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.03768844221105527,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
0.03844221105527638,21,0.5519978894151195,1.0,0.019801980198019802,0.5099009900990099,99,0,1395,2
